title,url,webentity_type,classifications_sitpol,classifications_ddc,specific_agents,specific_actor_type,descriptions@lang=fr,keywords@lang=fr,keywords@lang=en,creators@role=pbl,languages,publication_countries,rec_type_cerimes,target_audiences_cerimes,rec_created_use,notes@lang=fr
Syndicat national de l'enseignement supérieur - SNESUP,http://www.snesup.fr,Page d'accueil,éducation:enseignement supérieur et recherche,370 ; 944,,trade_union,"Actualité du syndicat ; agenda ; agir en ligne (pétition, forum, tribune) ; votre métier (formation, recherche en Europe, changement statutaire), presse et documentation.",Syndicats ; enseignement supérieur ; Recherche ; France ,Trade Union ; Higher education ; Faculty ; research ; France,SNESUP - FSU,fre,FR,10,11,DG,
Conférence des Grandes écoles,http://www.cge.asso.fr,Page d'accueil,éducation:enseignement supérieur et recherche ; emploi:emploi,370 ; 944,,association,"La Conférence des Grandes Ecoles est une association (loi 1901) de Grandes Écoles d'ingénieurs, de management et de haut enseignement multiple ou spécifique, toutes reconnues par l'Etat et délivrant un diplôme national sanctionnant au moins 5 ans d'études après le baccalauréat. Elle compte aussi parmi ses membres des entreprises, des associations d'anciens élèves et des organismes.",Enseignement supérieur ; Grandes écoles ; Recherche ; Relations internationales ; insertion professionnelle ; entreprises ; France,,Conférence des grandes écoles,fre,FR,10,11,DG,
AFEV - Association de la Fondation étudiante pour la ville,http://www.afev.fr,Page d'accueil,société:banlieues ; société:inégalité sociale ; éducation:éducation ; société:jeunesse,370 ; 944,,association,"Créée en 1991 par trois étudiants, l’Afev (Association de la fondation étudiante pour la ville) est née de l’envie de lutter contre les inégalités dans les quartiers populaires, et de créer un lien entre deux jeunesses qui ne se rencontraient pas ou peu : les enfants et jeunes en difficulté scolaire ou sociale, et les étudiants. Appel ""Pour un pacte national contre l'échec scolaire"" (voir le site)",inégalité sociale ; justice sociale ; quartiers défavorisés ; éducation ; soutien scolaire ; jeunesse ; élections ; 2012,,AFEV,fre,FR,10,11,DG,
Les privilégiés parlent aux Français,http://lespriviliegiesparlent.blogspot.com,Page d'accueil,vie politique:campagne électorale ; éducation:éducation ; économie:crise financière,370 ; 944,,blogger,"Blog de Mathieu L, enseignant dans un lycée ""difficile"" du 93. ""En tant qu'enseignant, me voici un privilégié dans ce beau pays qu'est la France. J'ai toujours rêvé, du haut de ma colline, de m'adresser au bon peuple. Voilà qui est fait.""",Education ; enseignant ; politique publique ; banlieue ; France,Education ; teacher ; suburbs ; France,Le Privilégié,fre,FR,13,11,DG,
Luc Chatel sur Facebook,http://facebook.com/ChatelLuc,Page spécifique,vie politique:campagne électorale ; éducation:éducation ; économie:entreprise,370 ; 944,luc chatel ,politician,"Ancien Page Facebook de Luc Chatel, ancien Ministre de l'Education nationale, de la Jeunesse et de la Vie associative, conseiller politique à l'UMP, secrétaire départemental de la Haute-Marne",Vie politique ; UMP ; éducation nationale ; Élections ; France,politics ; right-wing ; UMP ; education ; elections ; France,Luc Chatel,fre,FR,13,11,DG,
Autorité de régulation des communications électroniques et des postes - ARCEP,http://www.arcep.fr,Page d'accueil,administration publique:service public ; numérique:numérique ; économie:innovation,380 ; 944,,institution,"L’Autorité de Régulation des Télécommunications (ART) avait été créée par la loi de 1996 pour réguler le secteur des télécommunications. En 2005, le législateur a souhaité lui confier également la régulation des activités postales. C’est ainsi que l’ART est devenue l’ARCEP : l’Autorité de Régulation des Communications Electroniques et des Postes.",Télécommunications ; postes ; communications électroniques ; autorités de régulation ; ARCEP ; France,telecommunication ; electronic communications ; Quango ; France,ARCEP,fre,FR,10,11,DG,
Fondation Sciences citoyennes,http://sciencescitoyennes.org,Page d'accueil, environnement:environnement ; numérique:numérique ; politique sociale:santé ,500 ; 944,,think_tank,"La Fondation Sciences Citoyennes a pour objectif de favoriser et prolonger le mouvement actuel de réappropriation citoyenne et démocratique de la science, afin de la mettre au service du bien commun.Démocratisation de la science ; déontologie de la recherche ; tiers-secteur de la connaissance ; (pro)positions et actions : dossiers de presse, formation, notes et synthèses.",Association ; Citoyen ; Sciences et techniques ; Recherche ; Politiques publiques ; France,Association ; Citizen ; Nuclear Energy ; Energy policy ; Environment ; France,Fondation Sciences Citoyennes,fre,FR,13,11,DG,
Fing - Fondation Internet Nouvelle génération,http://fing.org,Page d'accueil,numérique:numérique,600 ; 944,,think_tank,"Créée en 2000 par une équipe d’entrepreneurs et d’experts, la Fing est un thnik tank de référence sur les transformations numériques. Elle aide les entreprises, les institutions et les territoires à anticiper les mutations liées aux technologies et à leurs usages. ",Think Tank ; NTIC ; Numérique ; Fondation ;Technologies ; innovation ; Prospective ; France,Think Tank ; Digital Technology ; ICT ; Prosppective ; Innovation ; France,Fing.fr,fre,FR,10,11,DG,
Club de Recherche de l'Excellence - CREX,http://www.crex.fr,Page d'accueil,économie:entreprise,650 ; 944,,association,"Le Club de recherche de l'excellence (CREX®) a été créé afin de mieux connaître et s'approprier ces armes de la réussite que sont les outils et  méthodes de la qualité qui ont profondément contribué aux performances des entreprises industrielles. Lieu d'échanges, de réflexions et de mise à disposition des savoirs, le CREX apporte une réponde à l'amélioration de la performance, dans le soucis d'un juste équilibre entre les parties prenantes. Conférences, conseils, formations, ouvrages, logiciels.",Entreprises ; Conseil ; Innovation; France,Companies ; Consultants ; Innovation ; France,CREX,fre,FR,10,11,DG,
CJD - Centre des Jeunes Dirigeants d'Entreprise,http://www.jeunesdirigeants.fr,Page d'accueil,économie:entreprise ; économie:innovation ; société:jeunesse,650 ; 944,,association,"Le CJD, mouvement patronal né en 1938, rassemble plus de 3500 chefs d'entreprise et cadres dirigeants engagés pour mettre en oeuvre un libéralisme responsable. Présent sur tout le territoire à travers plus de 100 implantations, le CJD est représentatif des entreprises françaises, en termes de secteurs d'activité et de taille. ",Association ; Entreprises ; Jeunes ; Chefs d'entreprise ; France ; Libéralisme ; Responsabilité sociale,Assocaition ; Corporations ; Social accountability ; Liberalism ; Young entrepreneurs ; France,CJD,fre,FR,10,11,DG,
"Club Jade : un think tank innovant, démocrate et européen",http://club-jade.fr,Page d'accueil,numérique:numérique ; politique sociale:politique sociale ; administration publique:finances publiques ; europe:europe,650 ; 944,christian delom,think_tank,"Le Club JADE s'emploie à la recherche et à l'élaboration d'idées innovantes sur l'ensemble les thématiques de l'action publique. Toutes les tendances de la société civile organisée, quelle que soit leur nature ou leur obédience idéologique, doivent ainsi participer à une réflexion qui saura considérer la crise économique et sociale comme aussi profonde qu'elle est annonciatrice d'un monde à inventer, équitable sur le plan social, viable sur le plan économique, vivable sur le plan environnemental. ",innovation ; entreprises ; politique sociale ; développement durable ; technologies de l'information et de la communication ; démocratie ; France ; Union européenne,innovation ; social policy ; sustainable development ; economic crisis ; France ; European Union,Club Jade,fre,FR,10,11,DG,
Certu : promouvoir une ville durable,http://www.certu.fr,Page d'accueil,administration publique:urbanisme ; économie:transport ; environnement:développement durable,700 ; 944,,institution,"Le centre d’études sur les réseaux, les transports, l’urbanisme et les constructions publiques est chargé de conduire des études dans le domaine des réseaux urbains, des transports, de l’urbanisme et des constructions publiques, pour le compte de l’État ou au bénéfice des collectivités locales, établissements publics ou entreprises chargés de missions de service public ou des professions en cause.",Villes ; Politique urbaine ; aménagement du territoire ; transports ; écologie urbaine ; espaces publics ; développement durable ; France ,town management ; urban planning ; sustainable development ; land settlement ; France,Certu,fre,FR,10,9,DG,
Avec ou sans toit,http://logement.blogs.liberation.fr,Page spécifique,politique sociale:logement,700 ; 944,,journalist,"Le logement et son système passé au crible par Tonino Serafini, journaliste à Libération",Logement ; marché immobilier ; urbanisme ; politique sociale ; France,Housing ; real estate ; urban planning ; social policy ; Fraance,Libération ; Tonino Serafini,fre,FR,13,11,DG,
David Douillet,http://www.daviddouillet.com,Page d'accueil,politique sociale:politique sociale ; société:jeunesse,700 ; 944,david douillet,politician,"Blog de David Douillet, ancien Ministre des sports, Secrétaire national en charge des Jeunes talents. Ancien sportif de haut niveau : deux fois médaille d'or et champion du monde de judo.",Vie politique ; guvernement ; UMP ; élections ; sports ; jeunesse,Politics ; Right-wing ; sports ; France,David Douillet,fre,FR,10,11,DG,
"Regards.fr
",http://www.regards.fr,Page d'accueil,vie politique:vie politique ; vie politique:campagne électorale ; éducation:éducation  ; économie:crise financière ; société:société  ; environnement:environnement ; relations internationales:relations internationales,700 ; 944,clémentine autain,media,"Site de la revue ""Regards"".REGARDS est une publication non partisane mais engagée et qui assume un parti pris anti-libéral. Le mensuel propose un traitement pluriel et critique de l’actualité politique. Il s’attache à repérer les phénomènes sociaux et culturels de fond émergents. Clémentine Autain en est la directrice de publication et le rédacteur en chef Rémi Douat.",vie politique ; culture ; écologie politique ; relations internationales ; économie politique ; politique sociale ; société ; élections ; France ,"Politics ; Culture ; Political ecology ; International relations ; Political economy ; Social policy ; Society, Elections ; France",Regards.fr,fre,FR,10,11,DG,
Grand Paris et petits détours,http://grandparis.blogs.liberation.fr/vincendon/,Page spécifique,administration publique:urbanisme ; vie politique:vie politique ,710 ; 352 ; 944,,journalist,"Blog de Libération. Sybille Vincendon suit le dossier du Grand Paris, aussi bien au niveau politique que du point de vue de l'urbanisme. ",Paris ; Ile-de-France ; Métropole ; France ; Politique urbaine,Urban policy ; Paris ; Ile-de-France ; Metropolis ; France,Libération ; Sybille Vincendon ,fre,FR,13,11,DG,
Centre d'études européennes - CEE,http://www.cee.sciences-po.fr,Page spécifique,vie politique:vie politique ; europe:europe,940 ; 324,,university,"Le Centre d'Études européennes a été créé en 2005. Il conduit une recherche fondée sur une approche pluridisciplinaire et transversale de la politique, et du politique. Ses domaines de recherche principaux incluent l'intégration européenne et son impact, et l'articulation entre la politique et le politique.",Sciences Po ; Science politique ; Europe ; Union européenne ; Vie politique,Sciences Po ; Politics ; Political science ; Europe ; European Union,Centre d'études européennes - Sciences Po,fre ; eng,FR,12,10,DG,
